,buys,sells,winners,losers
143,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_4d')","('lower_lows_4d', 'placeholder_1', 'placeholder_2')",0,1
144,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'higher_highs_4d')",977,708
145,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_3d')",67,122
146,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_4d')",13,55
147,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'placeholder_1')",1054,778
148,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_3d')",34,63
149,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_4d')",0,0
150,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')",526,1105
151,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')",593,1255
152,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')",526,1105
153,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')",964,967
154,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')",578,187
155,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_4d')",60,13
156,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('higher_highs_3d', 'higher_highs_4d', 'placeholder_1')",1409,545
157,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('higher_highs_3d', 'lower_lows_3d', 'lower_lows_4d')",470,254
158,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('higher_highs_3d', 'lower_lows_3d', 'placeholder_1')",866,361
159,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('higher_highs_3d', 'lower_lows_4d', 'placeholder_1')",470,254
160,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('higher_highs_3d', 'placeholder_1', 'placeholder_2')",1323,635
161,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')",60,13
162,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')",578,187
163,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')",60,13
164,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('higher_highs_4d', 'placeholder_1', 'placeholder_2')",1409,545
165,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')",965,992
166,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('lower_lows_3d', 'placeholder_1', 'placeholder_2')",850,1108
167,"('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')","('lower_lows_4d', 'placeholder_1', 'placeholder_2')",965,992
168,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'higher_highs_4d')",1531,1394
169,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_3d')",163,236
170,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_4d')",42,114
171,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'placeholder_1')",1832,1361
172,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_3d')",89,116
173,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_4d')",1,3
174,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')",1531,1394
175,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')",1138,2104
176,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')",971,2111
177,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')",1643,1697
178,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')",910,341
179,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_4d')",100,26
180,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_3d', 'higher_highs_4d', 'placeholder_1')",2256,1083
181,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_3d', 'lower_lows_3d', 'lower_lows_4d')",833,450
182,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_3d', 'lower_lows_3d', 'placeholder_1')",1444,645
183,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_3d', 'lower_lows_4d', 'placeholder_1')",833,450
184,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_3d', 'placeholder_1', 'placeholder_2')",2201,1153
185,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')",100,26
186,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')",910,341
187,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')",100,26
188,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_4d', 'placeholder_1', 'placeholder_2')",2256,1083
189,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')",1395,1966
190,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('lower_lows_3d', 'placeholder_1', 'placeholder_2')",1410,1955
191,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')","('lower_lows_4d', 'placeholder_1', 'placeholder_2')",1395,1966
192,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'higher_highs_4d')",2688,2525
193,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_3d')",264,432
194,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_4d')",74,213
195,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'placeholder_1')",3243,2509
196,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_3d')",137,208
197,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_4d')",2,5
198,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')",2688,2525
199,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')",1741,3782
200,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')",1741,3782
201,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')",2995,3062
202,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')",1711,591
203,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_4d')",189,48
204,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_3d', 'higher_highs_4d', 'placeholder_1')",4178,1897
205,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_3d', 'lower_lows_3d', 'lower_lows_4d')",1522,803
206,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_3d', 'lower_lows_3d', 'placeholder_1')",2678,1118
207,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_3d', 'lower_lows_4d', 'placeholder_1')",1522,803
208,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_3d', 'placeholder_1', 'placeholder_2')",4033,2067
209,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')",189,48
210,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')",1711,591
211,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')",189,48
212,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_4d', 'placeholder_1', 'placeholder_2')",4178,1897
213,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')",2603,3507
214,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('lower_lows_3d', 'placeholder_1', 'placeholder_2')",2613,3503
215,"('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')","('lower_lows_4d', 'placeholder_1', 'placeholder_2')",2603,3507
216,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'higher_highs_4d')",1531,1394
217,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_3d')",163,236
218,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_4d')",42,114
219,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'placeholder_1')",1832,1361
220,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_3d')",89,116
221,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_4d')",1,3
222,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')",1531,1394
223,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')",971,2111
224,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')",1138,2104
225,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')",1643,1697
226,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')",910,341
227,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_4d')",100,26
228,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'higher_highs_4d', 'placeholder_1')",2256,1083
229,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'lower_lows_3d', 'lower_lows_4d')",833,450
230,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'lower_lows_3d', 'placeholder_1')",1444,645
231,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'lower_lows_4d', 'placeholder_1')",833,450
232,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'placeholder_1', 'placeholder_2')",2201,1153
233,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')",100,26
234,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')",910,341
235,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')",100,26
236,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_4d', 'placeholder_1', 'placeholder_2')",2256,1083
237,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')",1395,1966
238,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('lower_lows_3d', 'placeholder_1', 'placeholder_2')",1410,1955
239,"('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')","('lower_lows_4d', 'placeholder_1', 'placeholder_2')",1395,1966
240,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'higher_highs_4d')",9267,8418
241,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_3d')",825,1344
242,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_4d')",221,643
243,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'placeholder_1')",11100,8629
244,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_3d')",426,671
245,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_4d')",4,11
246,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')",9267,8418
247,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')",5622,12258
248,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')",6716,13176
249,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')",5622,12258
250,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')",5880,1992
251,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_4d')",650,173
252,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'higher_highs_4d', 'placeholder_1')",14921,6113
253,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'lower_lows_3d', 'lower_lows_4d')",5111,2710
254,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'lower_lows_3d', 'placeholder_1')",9089,3725
255,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'lower_lows_4d', 'placeholder_1')",5111,2710
256,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'placeholder_1', 'placeholder_2')",14116,6995
257,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')",650,173
258,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')",5880,1992
259,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')",650,173
260,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'placeholder_1', 'placeholder_2')",14921,6113
261,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')",10052,11042
262,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('lower_lows_3d', 'placeholder_1', 'placeholder_2')",9339,11798
263,"('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')","('lower_lows_4d', 'placeholder_1', 'placeholder_2')",10052,11042
264,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'higher_highs_4d')",155,215
265,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_3d')",20,34
266,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_4d')",9,17
267,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'placeholder_1')",177,237
268,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_3d')",6,15
269,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_4d')",0,0
270,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')",155,215
271,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')",168,243
272,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')",184,268
273,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')",168,243
274,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')",192,274
275,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_4d')",26,13
276,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('higher_highs_3d', 'higher_highs_4d', 'placeholder_1')",345,162
277,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('higher_highs_3d', 'lower_lows_3d', 'lower_lows_4d')",157,98
278,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('higher_highs_3d', 'lower_lows_3d', 'placeholder_1')",259,147
279,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('higher_highs_3d', 'lower_lows_4d', 'placeholder_1')",157,98
280,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('higher_highs_3d', 'placeholder_1', 'placeholder_2')",323,186
281,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')",26,13
282,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')",205,84
283,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')",26,13
284,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('higher_highs_4d', 'placeholder_1', 'placeholder_2')",345,162
285,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')",221,284
286,"('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')","('lower_lows_3d', 'placeholder_1', 'placeholder_2')",224,284
