,buys,sells,winners,losers
442,"('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')","('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')",14,17
443,"('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')",15,6
444,"('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_4d')",2,1
445,"('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_3d', 'higher_highs_4d', 'placeholder_1')",23,10
446,"('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_3d', 'lower_lows_3d', 'lower_lows_4d')",13,7
447,"('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_3d', 'lower_lows_3d', 'placeholder_1')",17,10
448,"('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_3d', 'lower_lows_4d', 'placeholder_1')",13,7
449,"('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_3d', 'placeholder_1', 'placeholder_2')",24,9
450,"('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')",15,6
451,"('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')",2,1
452,"('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')","('higher_highs_4d', 'placeholder_1', 'placeholder_2')",23,10
453,"('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')","('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')",18,16
454,"('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')","('lower_lows_3d', 'placeholder_1', 'placeholder_2')",16,18
455,"('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')","('lower_lows_4d', 'placeholder_1', 'placeholder_2')",18,16
456,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'higher_highs_4d')",155,215
457,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_3d')",20,34
458,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_4d')",9,17
459,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'placeholder_1')",177,237
460,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_3d')",6,15
461,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_4d')",0,0
462,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')",155,215
463,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')",168,243
464,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')",184,268
465,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')",168,243
466,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')",192,274
467,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')",205,84
468,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_4d')",26,13
469,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_3d', 'higher_highs_4d', 'placeholder_1')",345,162
470,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_3d', 'lower_lows_3d', 'lower_lows_4d')",157,98
471,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_3d', 'lower_lows_3d', 'placeholder_1')",259,147
472,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_3d', 'lower_lows_4d', 'placeholder_1')",157,98
473,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_3d', 'placeholder_1', 'placeholder_2')",323,186
474,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')",26,13
475,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')",26,13
476,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('higher_highs_4d', 'placeholder_1', 'placeholder_2')",345,162
477,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')",221,284
478,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('lower_lows_3d', 'placeholder_1', 'placeholder_2')",224,284
479,"('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')","('lower_lows_4d', 'placeholder_1', 'placeholder_2')",221,284
480,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'higher_highs_4d')",12,18
481,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_3d')",1,3
482,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_4d')",1,1
483,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'placeholder_1')",12,18
484,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_3d')",0,1
485,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_4d')",0,0
486,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')",12,18
487,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')",14,17
488,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')",15,16
489,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')",14,17
490,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')",14,17
491,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')",15,6
492,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_4d')",2,1
493,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'higher_highs_4d', 'placeholder_1')",23,10
494,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'lower_lows_3d', 'lower_lows_4d')",13,7
495,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'lower_lows_3d', 'placeholder_1')",17,10
496,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'lower_lows_4d', 'placeholder_1')",13,7
497,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'placeholder_1', 'placeholder_2')",24,9
498,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')",2,1
499,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')",15,6
500,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_4d', 'placeholder_1', 'placeholder_2')",23,10
501,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')",18,16
502,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('lower_lows_3d', 'placeholder_1', 'placeholder_2')",16,18
503,"('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')","('lower_lows_4d', 'placeholder_1', 'placeholder_2')",18,16
504,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'higher_highs_4d')",12297,21480
505,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_3d')",1647,2953
506,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_4d')",675,1289
507,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'placeholder_1')",14645,24234
508,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_3d')",631,1442
509,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_4d')",13,59
510,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')",12297,21480
511,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')",15063,23581
512,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')",16464,26277
513,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')",15063,23581
514,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')",17538,26919
515,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')",16363,6869
516,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_4d')",1537,646
517,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'higher_highs_4d', 'placeholder_1')",33117,16250
518,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'lower_lows_3d', 'lower_lows_4d')",14248,7637
519,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'lower_lows_3d', 'placeholder_1')",23420,11813
520,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'lower_lows_4d', 'placeholder_1')",14248,7637
521,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'placeholder_1', 'placeholder_2')",31875,17649
522,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')",1537,646
523,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')",16363,6869
524,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')",1537,646
525,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')",21559,27629
526,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('lower_lows_3d', 'placeholder_1', 'placeholder_2')",20693,28823
527,"('higher_highs_4d', 'placeholder_1', 'placeholder_2')","('lower_lows_4d', 'placeholder_1', 'placeholder_2')",21559,27629
528,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'higher_highs_4d')",9139,15882
529,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_3d')",1127,2331
530,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_4d')",463,995
531,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'placeholder_1')",10935,17415
532,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_3d')",467,1173
533,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_4d')",13,59
534,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')",9139,15882
535,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')",9854,17658
536,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')",11075,19230
537,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')",9854,17658
538,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')",12526,18985
539,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')",10575,4481
540,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_4d')",1101,384
541,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'higher_highs_4d', 'placeholder_1')",22802,11254
542,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'lower_lows_3d', 'lower_lows_4d')",9734,5084
543,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'lower_lows_3d', 'placeholder_1')",15789,7691
544,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'lower_lows_4d', 'placeholder_1')",9734,5084
545,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_3d', 'placeholder_1', 'placeholder_2')",22214,12060
546,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')",1101,384
547,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')",10575,4481
548,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')",1101,384
549,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('higher_highs_4d', 'placeholder_1', 'placeholder_2')",22802,11254
550,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('lower_lows_3d', 'placeholder_1', 'placeholder_2')",14383,20028
551,"('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')","('lower_lows_4d', 'placeholder_1', 'placeholder_2')",14055,20225
552,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'higher_highs_4d')",19417,33102
553,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_3d')",2441,4786
554,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_4d')",1001,2078
555,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'placeholder_1')",23134,36515
556,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_3d')",989,2358
557,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_4d')",23,108
558,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')",19417,33102
559,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')",21547,36532
560,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')",24101,39803
561,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')",21547,36532
562,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')",26713,39674
563,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')",23043,9500
564,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_4d')",2363,855
565,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'higher_highs_4d', 'placeholder_1')",48645,23386
566,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'lower_lows_3d', 'lower_lows_4d')",20997,10843
567,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'lower_lows_3d', 'placeholder_1')",34067,16260
568,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'lower_lows_4d', 'placeholder_1')",20997,10843
569,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'placeholder_1', 'placeholder_2')",47158,25331
570,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')",2363,855
571,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')",23043,9500
572,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')",2363,855
573,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'placeholder_1', 'placeholder_2')",48645,23386
574,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')",29913,42616
575,"('lower_lows_3d', 'placeholder_1', 'placeholder_2')","('lower_lows_4d', 'placeholder_1', 'placeholder_2')",29913,42616
576,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'higher_highs_4d')",9139,15882
577,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_3d')",1127,2331
578,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'lower_lows_4d')",463,995
579,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_3d', 'placeholder_1')",10935,17415
580,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_3d')",467,1173
581,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'lower_lows_4d')",13,59
582,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'higher_highs_4d', 'placeholder_1')",9139,15882
583,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'lower_lows_4d')",9854,17658
584,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'lower_lows_3d', 'placeholder_1')",11075,19230
585,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'lower_lows_4d', 'placeholder_1')",9854,17658
586,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('macd_bearish_divergence_30d', 'placeholder_1', 'placeholder_2')",12526,18985
587,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_3d')",10575,4481
588,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'higher_highs_4d', 'lower_lows_4d')",1101,384
589,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'higher_highs_4d', 'placeholder_1')",22802,11254
590,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'lower_lows_3d', 'lower_lows_4d')",9734,5084
591,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'lower_lows_3d', 'placeholder_1')",15789,7691
592,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'lower_lows_4d', 'placeholder_1')",9734,5084
593,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_3d', 'placeholder_1', 'placeholder_2')",22214,12060
594,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'lower_lows_3d', 'lower_lows_4d')",1101,384
595,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'lower_lows_3d', 'placeholder_1')",10575,4481
596,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'lower_lows_4d', 'placeholder_1')",1101,384
597,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('higher_highs_4d', 'placeholder_1', 'placeholder_2')",22802,11254
598,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('lower_lows_3d', 'lower_lows_4d', 'placeholder_1')",14055,20225
599,"('lower_lows_4d', 'placeholder_1', 'placeholder_2')","('lower_lows_3d', 'placeholder_1', 'placeholder_2')",14383,20028
